sample_0504	sample_0520	0
sample_0504	sample_0503	0
sample_0504	sample_0528	0
sample_0504	sample_0541	0
sample_0504	sample_0530	0
sample_0504	sample_0545	0
sample_0504	sample_0527	0
sample_0093	sample_0121	0
sample_0093	sample_0108	0
sample_0093	sample_0107	0
sample_0093	sample_0137	0
sample_0253	sample_0168	0
sample_0253	sample_0241	0
sample_0253	sample_0269	0
sample_0253	sample_0212	0
sample_0542	sample_0852	0
sample_0542	sample_0859	0
sample_0644	sample_0667	0
sample_0644	sample_0652	0
sample_0644	sample_0659	0
sample_0644	sample_0658	0
sample_0583	sample_0584	0
sample_0583	sample_0596	0
sample_0190	sample_0189	0
sample_0127	sample_0592	0
sample_0573	sample_0179	0
sample_0071	sample_0072	0
sample_0864	sample_0851	0
sample_0322	sample_0423	0
sample_0744	sample_0704	0
sample_0397	sample_0334	0
sample_0515	sample_0507	0
sample_0697	sample_0711	0
sample_0433	sample_0432	0
sample_0827	sample_0835	0
sample_0426	sample_0424	0
sample_0442	sample_0441	0
sample_0790	sample_0777	0
sample_0784	sample_0786	0
sample_0714	sample_0734	0
sample_0046	sample_0048	0
sample_0204	sample_0203	0
sample_0687	sample_0675	0
sample_0431	sample_0403	0
sample_0438	sample_0439	0
sample_0666	sample_0635	0
sample_0295	sample_0309	0
sample_0384	sample_0385	0
sample_0119	sample_0118	0
sample_0052	sample_0049	0
sample_0046	sample_0311	1
sample_0784	sample_0785	1
sample_0864	sample_0816	1
sample_0631	sample_0648	0
sample_0718	sample_0700	1
sample_0798	sample_0772	1
sample_0745	sample_0733	1
sample_0864	sample_0699	1
sample_0644	sample_0679	1
sample_0595	sample_0588	0
sample_0272	sample_0273	1
sample_0746	sample_0757	1
sample_0746	sample_0799	1
sample_0504	sample_0543	1
sample_0504	sample_0820	1
sample_0504	sample_0542	1
sample_0595	sample_0582	0
sample_0191	sample_0171	1
sample_0716	sample_0737	1
sample_0669	sample_0748	1
sample_0669	sample_0862	1
sample_0324	sample_0691	1
sample_0515	sample_0548	1
sample_0322	sample_0721	1
sample_0573	sample_0447	1
sample_0504	sample_0845	1
sample_0018	sample_0020	1
sample_0464	sample_0419	0
sample_0324	sample_0720	1
sample_0655	sample_0293	1
sample_0749	sample_0654	1
sample_0749	sample_0758	1
sample_0393	sample_0451	1
sample_0393	sample_0448	1
sample_0820	sample_0814	1
sample_0583	sample_0586	1
sample_0093	sample_0190	1
sample_0191	sample_0086	1
sample_0684	sample_0656	1
sample_0393	sample_0216	1
sample_0393	sample_0206	1
sample_0369	sample_0374	1
sample_0386	sample_0312	1
sample_0573	sample_0567	1
sample_0213	sample_0209	0
sample_0504	sample_0523	1
sample_0386	sample_0516	1
sample_0583	sample_0590	1
sample_0093	sample_0109	1
sample_0504	sample_0532	1
sample_0496	sample_0508	1
sample_0220	sample_0240	1
sample_0066	sample_0067	0
sample_0316	sample_0370	1
sample_0224	sample_0230	0
sample_0036	sample_0579	1
sample_0353	sample_0284	1
sample_0383	sample_0326	2
sample_0843	sample_0671	2
sample_0046	sample_0263	2
sample_0263	sample_0774	2
sample_0864	sample_0611	2
sample_0257	sample_0743	2
sample_0718	sample_0731	2
sample_0798	sample_0756	2
sample_0745	sample_0798	1
sample_0204	sample_0123	1
sample_0864	sample_0745	2
sample_0820	sample_0518	2
sample_0595	sample_0125	1
sample_0788	sample_0732	1
sample_0322	sample_0427	2
sample_0322	sample_0426	2
sample_0644	sample_0629	2
sample_0504	sample_0535	2
sample_0504	sample_0519	2
sample_0820	sample_0323	2
sample_0820	sample_0805	2
sample_0472	sample_0471	1
sample_0174	sample_0172	0
sample_0191	sample_0236	2
sample_0605	sample_0252	2
sample_0488	sample_0487	2
sample_0488	sample_0177	2
sample_0714	sample_0792	2
sample_0515	sample_0510	2
sample_0322	sample_0425	2
sample_0583	sample_0127	2
sample_0217	sample_0614	1
sample_0388	sample_0378	2
sample_0782	sample_0740	2
sample_0351	sample_0362	2
sample_0749	sample_0739	2
sample_0386	sample_0500	2
sample_0393	sample_0219	2
sample_0515	sample_0550	2
sample_0573	sample_0531	2
sample_0342	sample_0705	1
sample_0169	sample_0210	2
sample_0304	sample_0298	2
sample_0054	sample_0056	2
sample_0708	sample_0723	0
sample_0749	sample_0750	2
sample_0697	sample_0738	2
sample_0620	sample_0361	2
sample_0559	sample_0558	1
sample_0844	sample_0808	2
sample_0662	sample_0148	2
sample_0751	sample_0769	1
sample_0713	sample_0751	1
sample_0190	sample_0061	2
sample_0485	sample_0501	0
sample_0093	sample_0105	1
sample_0234	sample_0233	1
sample_0190	sample_0182	2
sample_0788	sample_0763	2
sample_0788	sample_0645	2
sample_0644	sample_0637	3
sample_0798	sample_0755	3
sample_0820	sample_0478	3
sample_0504	sample_0529	3
sample_0715	sample_0684	3
sample_0698	sample_0262	2
sample_0267	sample_0319	3
sample_0573	sample_0570	3
sample_0573	sample_0578	3
sample_0504	sample_0497	3
sample_0820	sample_0490	3
sample_0585	sample_0597	3
sample_0572	sample_0569	2
sample_0194	sample_0286	2
sample_0253	sample_0205	3
sample_0625	sample_0641	3
sample_0572	sample_0568	2
sample_0338	sample_0690	2
sample_0666	sample_0321	3
sample_0759	sample_0697	3
sample_0504	sample_0485	3
sample_0820	sample_0512	3
sample_0416	sample_0415	3
sample_0727	sample_0815	3
sample_0698	sample_0608	3
sample_0099	sample_0113	1
sample_0820	sample_0826	3
sample_0746	sample_0601	3
sample_0820	sample_0498	3
sample_0093	sample_0098	3
sample_0393	sample_0063	3
sample_0583	sample_0126	3
sample_0504	sample_0813	3
sample_0790	sample_0765	3
sample_0400	sample_0398	2
sample_0191	sample_0170	3
sample_0761	sample_0770	3
sample_0220	sample_0215	4
sample_0220	sample_0222	4
sample_0666	sample_0665	4
sample_0644	sample_0647	4
sample_0664	sample_0594	4
sample_0849	sample_0842	3
sample_0798	sample_0730	4
sample_0666	sample_0630	4
sample_0864	sample_0615	4
sample_0339	sample_0517	4
sample_0147	sample_0256	4
sample_0698	sample_0239	3
sample_0194	sample_0037	3
sample_0655	sample_0032	4
sample_0386	sample_0556	4
sample_0442	sample_0422	4
sample_0573	sample_0619	4
sample_0504	sample_0712	4
sample_0669	sample_0684	4
sample_0147	sample_0349	4
sample_0698	sample_0382	3
sample_0194	sample_0618	3
sample_0194	sample_0228	3
sample_0462	sample_0444	4
sample_0393	sample_0244	4
sample_0393	sample_0001	4
sample_0583	sample_0124	3
sample_0515	sample_0646	4
sample_0449	sample_0764	4
sample_0028	sample_0180	3
sample_0194	sample_0292	3
sample_0386	sample_0460	4
sample_0386	sample_0468	4
sample_0573	sample_0571	4
sample_0064	sample_0130	3
sample_0459	sample_0499	4
sample_0827	sample_0841	3
sample_0644	sample_0639	5
sample_0595	sample_0599	4
sample_0788	sample_0760	4
sample_0864	sample_0257	5
sample_0864	sample_0747	5
sample_0139	sample_0110	4
sample_0788	sample_0695	5
sample_0788	sample_0725	4
sample_0788	sample_0649	4
sample_0386	sample_0462	5
sample_0573	sample_0564	5
sample_0211	sample_0146	5
sample_0643	sample_0054	5
sample_0194	sample_0132	4
sample_0488	sample_0338	5
sample_0687	sample_0281	5
sample_0315	sample_0074	5
sample_0515	sample_0779	5
sample_0662	sample_0044	5
sample_0479	sample_0202	4
sample_0836	sample_0522	5
sample_0238	sample_0143	4
sample_0194	sample_0250	4
sample_0644	sample_0638	5
sample_0784	sample_0401	5
sample_0204	sample_0367	4
sample_0437	sample_0440	5
sample_0761	sample_0696	6
sample_0414	sample_0417	6
sample_0788	sample_0718	5
sample_0864	sample_0235	6
sample_0665	sample_0677	6
sample_0388	sample_0373	6
sample_0645	sample_0728	6
sample_0076	sample_0248	6
sample_0166	sample_0028	6
sample_0463	sample_0147	6
sample_0604	sample_0017	6
sample_0194	sample_0604	5
sample_0573	sample_0094	6
sample_0573	sample_0442	6
sample_0035	sample_0450	6
sample_0631	sample_0276	5
sample_0606	sample_0265	6
sample_0386	sample_0081	6
sample_0071	sample_0393	6
sample_0573	sample_0464	6
sample_0253	sample_0336	6
sample_0253	sample_0093	6
sample_0366	sample_0159	6
sample_0473	sample_0080	4
sample_0674	sample_0482	5
sample_0065	sample_0198	4
sample_0818	sample_0477	5
sample_0393	sample_0175	6
sample_0708	sample_0689	4
sample_0393	sample_0186	5
sample_0225	sample_0767	4
sample_0710	sample_0358	6
sample_0583	sample_0587	6
sample_0674	sample_0303	6
sample_0238	sample_0013	6
sample_0238	sample_0234	6
sample_0864	sample_0753	7
sample_0437	sample_0110	7
sample_0573	sample_0572	5
sample_0151	sample_0025	7
sample_0194	sample_0211	6
sample_0144	sample_0453	6
sample_0573	sample_0484	7
sample_0194	sample_0573	6
sample_0749	sample_0783	7
sample_0386	sample_0634	7
sample_0191	sample_0029	7
sample_0386	sample_0010	7
sample_0393	sample_0623	7
sample_0573	sample_0575	7
sample_0749	sample_0279	7
sample_0386	sample_0476	7
sample_0204	sample_0354	6
sample_0673	sample_0833	3
sample_0642	sample_0624	3
sample_0606	sample_0053	7
sample_0253	sample_0188	7
sample_0253	sample_0187	7
sample_0251	sample_0026	6
sample_0335	sample_0267	7
sample_0386	sample_0459	8
sample_0573	sample_0538	8
sample_0573	sample_0643	8
sample_0386	sample_0655	8
sample_0716	sample_0818	8
sample_0386	sample_0308	8
sample_0784	sample_0277	8
sample_0301	sample_0376	1
sample_0324	sample_0481	8
sample_0324	sample_0505	8
sample_0299	sample_0371	7
sample_0310	sample_0314	4
sample_0555	sample_0166	9
sample_0686	sample_0428	9
sample_0585	sample_0602	9
sample_0788	sample_0856	8
sample_0847	sample_0150	9
sample_0513	sample_0335	8
sample_0749	sample_0259	9
sample_0749	sample_0433	8
sample_0513	sample_0071	8
sample_0749	sample_0697	9
sample_0386	sample_0642	9
sample_0573	sample_0409	9
sample_0160	sample_0282	9
sample_0515	sample_0795	9
sample_0682	sample_0493	9
sample_0348	sample_0368	2
sample_0761	sample_0794	9
sample_0843	sample_0088	10
sample_0383	sample_0754	10
sample_0632	sample_0787	10
sample_0431	sample_0775	10
sample_0278	sample_0341	9
sample_0585	sample_0729	10
sample_0386	sample_0144	10
sample_0393	sample_0038	10
sample_0377	sample_0511	10
sample_0160	sample_0607	10
sample_0068	sample_0012	8
sample_0031	sample_0185	10
sample_0173	sample_0346	9
sample_0400	sample_0413	10
sample_0788	sample_0266	10
sample_0674	sample_0355	10
sample_0666	sample_0685	11
sample_0862	sample_0716	11
sample_0386	sample_0605	11
sample_0810	sample_0306	11
sample_0573	sample_0698	11
sample_0200	sample_0296	11
sample_0846	sample_0797	10
sample_0112	sample_0363	5
sample_0674	sample_0352	11
sample_0524	sample_0290	10
sample_0400	sample_0101	11
sample_0218	sample_0580	12
sample_0573	sample_0574	12
sample_0386	sample_0583	12
sample_0071	sample_0200	11
sample_0811	sample_0803	11
sample_0400	sample_0627	11
sample_0433	sample_0064	11
sample_0573	sample_0563	12
sample_0610	sample_0514	13
sample_0832	sample_0610	13
sample_0788	sample_0864	12
sample_0817	sample_0600	12
sample_0674	sample_0576	12
sample_0204	sample_0173	12
sample_0263	sample_0307	13
sample_0388	sample_0800	13
sample_0433	sample_0827	12
sample_0176	sample_0058	13
sample_0581	sample_0458	13
sample_0071	sample_0138	12
sample_0433	sample_0735	12
sample_0433	sample_0473	12
sample_0673	sample_0065	9
sample_0299	sample_0112	12
sample_0817	sample_0383	13
sample_0843	sample_0593	14
sample_0073	sample_0153	14
sample_0076	sample_0225	14
sample_0200	sample_0606	13
sample_0151	sample_0060	14
sample_0475	sample_0706	14
sample_0200	sample_0078	14
sample_0200	sample_0021	14
sample_0071	sample_0237	13
sample_0433	sample_0324	12
sample_0200	sample_0839	12
sample_0411	sample_0301	14
sample_0375	sample_0380	1
sample_0344	sample_0345	5
sample_0431	sample_0356	14
sample_0258	sample_0616	15
sample_0632	sample_0603	15
sample_0686	sample_0742	15
sample_0073	sample_0274	15
sample_0261	sample_0066	15
sample_0674	sample_0014	14
sample_0581	sample_0268	15
sample_0674	sample_0664	14
sample_0197	sample_0475	15
sample_0674	sample_0353	14
sample_0475	sample_0455	15
sample_0031	sample_0676	15
sample_0573	sample_0018	15
sample_0660	sample_0848	15
sample_0573	sample_0492	15
sample_0433	sample_0068	14
sample_0475	sample_0106	15
sample_0574	sample_0557	15
sample_0200	sample_0133	14
sample_0475	sample_0521	15
sample_0076	sample_0178	15
sample_0674	sample_0377	15
sample_0388	sample_0746	16
sample_0465	sample_0456	15
sample_0524	sample_0251	14
sample_0515	sample_0031	16
sample_0071	sample_0421	15
sample_0071	sample_0744	15
sample_0157	sample_0115	15
sample_0713	sample_0227	15
sample_0433	sample_0819	15
sample_0433	sample_0392	15
sample_0375	sample_0381	2
sample_0071	sample_0059	15
sample_0200	sample_0134	14
sample_0524	sample_0438	15
sample_0674	sample_0434	16
sample_0475	sample_0810	17
sample_0431	sample_0204	17
sample_0506	sample_0166	16
sample_0862	sample_0681	17
sample_0581	sample_0726	17
sample_0581	sample_0039	17
sample_0076	sample_0224	17
sample_0475	sample_0007	17
sample_0515	sample_0536	17
sample_0433	sample_0494	16
sample_0862	sample_0673	17
sample_0337	sample_0418	15
sample_0071	sample_0011	15
sample_0347	sample_0776	13
sample_0465	sample_0489	16
sample_0375	sample_0694	2
sample_0686	sample_0855	18
sample_0475	sample_0272	18
sample_0581	sample_0384	18
sample_0862	sample_0255	18
sample_0325	sample_0218	18
sample_0583	sample_0682	18
sample_0433	sample_0160	17
sample_0433	sample_0762	17
sample_0433	sample_0120	17
sample_0862	sample_0192	18
sample_0359	sample_0830	18
sample_0016	sample_0554	18
sample_0433	sample_0331	17
sample_0553	sample_0332	16
sample_0553	sample_0861	18
sample_0515	sample_0782	19
sample_0573	sample_0287	19
sample_0713	sample_0253	18
sample_0071	sample_0708	18
sample_0553	sample_0057	18
sample_0071	sample_0566	18
sample_0229	sample_0310	18
sample_0710	sample_0300	19
sample_0400	sample_0375	18
sample_0847	sample_0771	20
sample_0431	sample_0640	19
sample_0573	sample_0095	20
sample_0583	sample_0397	20
sample_0583	sample_0488	20
sample_0672	sample_0480	19
sample_0036	sample_0420	19
sample_0573	sample_0102	20
sample_0433	sample_0055	19
sample_0583	sample_0213	20
sample_0843	sample_0710	21
sample_0483	sample_0238	18
sample_0746	sample_0585	21
sample_0847	sample_0540	21
sample_0076	sample_0174	21
sample_0862	sample_0369	21
sample_0674	sample_0232	20
sample_0071	sample_0270	20
sample_0433	sample_0302	20
sample_0862	sample_0169	21
sample_0857	sample_0854	20
sample_0433	sample_0598	20
sample_0672	sample_0350	21
sample_0364	sample_0801	21
sample_0583	sample_0111	21
sample_0804	sample_0686	22
sample_0431	sample_0843	21
sample_0437	sample_0073	22
sample_0076	sample_0474	22
sample_0437	sample_0022	22
sample_0515	sample_0208	22
sample_0573	sample_0662	22
sample_0071	sample_0104	21
sample_0272	sample_0245	22
sample_0822	sample_0807	22
sample_0004	sample_0051	20
sample_0071	sample_0135	21
sample_0488	sample_0628	12
sample_0433	sample_0294	21
sample_0744	sample_0207	22
sample_0674	sample_0344	21
sample_0686	sample_0412	22
sample_0610	sample_0405	23
sample_0272	sample_0023	23
sample_0553	sample_0089	22
sample_0553	sample_0660	22
sample_0847	sample_0844	23
sample_0272	sample_0633	23
sample_0272	sample_0157	23
sample_0670	sample_0045	23
sample_0411	sample_0295	23
sample_0384	sample_0069	23
sample_0515	sample_0090	23
sample_0644	sample_0435	23
sample_0864	sample_0860	23
sample_0436	sample_0343	20
sample_0433	sample_0328	22
sample_0864	sample_0330	23
sample_0431	sample_0632	23
sample_0337	sample_0364	21
sample_0609	sample_0410	24
sample_0337	sample_0400	21
sample_0431	sample_0829	24
sample_0272	sample_0778	24
sample_0561	sample_0394	24
sample_0847	sample_0408	24
sample_0674	sample_0811	23
sample_0100	sample_0254	23
sample_0515	sample_0033	24
sample_0116	sample_0724	23
sample_0714	sample_0320	24
sample_0322	sample_0214	24
sample_0263	sample_0793	23
sample_0864	sample_0857	25
sample_0674	sample_0070	24
sample_0561	sample_0342	25
sample_0847	sample_0672	25
sample_0746	sample_0496	25
sample_0071	sample_0583	24
sample_0583	sample_0351	25
sample_0791	sample_0449	24
sample_0573	sample_0249	25
sample_0433	sample_0551	24
sample_0553	sample_0141	24
sample_0384	sample_0231	25
sample_0632	sample_0821	25
sample_0632	sample_0727	26
sample_0226	sample_0229	26
sample_0714	sample_0784	26
sample_0796	sample_0703	25
sample_0847	sample_0457	26
sample_0272	sample_0504	26
sample_0303	sample_0789	26
sample_0384	sample_0083	26
sample_0396	sample_0082	26
sample_0396	sample_0347	26
sample_0650	sample_0470	22
sample_0431	sample_0096	27
sample_0610	sample_0552	27
sample_0437	sample_0495	27
sample_0359	sample_0559	27
sample_0364	sample_0009	27
sample_0837	sample_0429	26
sample_0686	sample_0242	28
sample_0714	sample_0796	28
sample_0438	sample_0305	28
sample_0784	sample_0466	27
sample_0384	sample_0260	28
sample_0847	sample_0668	28
sample_0670	sample_0191	28
sample_0339	sample_0147	28
sample_0583	sample_0099	28
sample_0433	sample_0149	26
sample_0657	sample_0828	25
sample_0238	sample_0035	28
sample_0303	sample_0620	29
sample_0438	sample_0678	29
sample_0746	sample_0339	29
sample_0151	sample_0863	29
sample_0553	sample_0359	28
sample_0515	sample_0291	29
sample_0263	sample_0768	29
sample_0438	sample_0411	30
sample_0285	sample_0247	29
sample_0131	sample_0446	29
sample_0129	sample_0650	28
sample_0847	sample_0315	30
sample_0131	sample_0271	29
sample_0583	sample_0865	30
sample_0504	sample_0003	30
sample_0862	sample_0687	30
sample_0583	sample_0114	30
sample_0862	sample_0050	30
sample_0583	sample_0019	30
sample_0004	sample_0722	29
sample_0313	sample_0469	30
sample_0116	sample_0066	30
sample_0438	sample_0131	31
sample_0583	sample_0546	31
sample_0318	sample_0100	28
sample_0433	sample_0824	30
sample_0223	sample_0136	31
sample_0223	sample_0008	31
sample_0226	sample_0181	30
sample_0263	sample_0780	31
sample_0686	sample_0822	32
sample_0438	sample_0693	32
sample_0437	sample_0221	32
sample_0864	sample_0631	32
sample_0741	sample_0701	32
sample_0238	sample_0430	31
sample_0842	sample_0781	32
sample_0625	sample_0092	32
sample_0433	sample_0047	31
sample_0504	sample_0390	32
sample_0226	sample_0438	33
sample_0129	sample_0502	31
sample_0076	sample_0024	33
sample_0486	sample_0836	33
sample_0437	sample_0692	33
sample_0396	sample_0752	33
sample_0842	sample_0360	33
sample_0318	sample_0617	31
sample_0389	sample_0825	33
sample_0223	sample_0333	34
sample_0223	sample_0034	34
sample_0553	sample_0741	32
sample_0847	sample_0103	34
sample_0297	sample_0016	30
sample_0449	sample_0093	34
sample_0583	sample_0452	33
sample_0504	sample_0509	34
sample_0066	sample_0163	34
sample_0709	sample_0790	35
sample_0842	sample_0622	35
sample_0297	sample_0030	31
sample_0583	sample_0167	34
sample_0504	sample_0773	36
sample_0583	sample_0858	36
sample_0717	sample_0850	36
sample_0823	sample_0318	34
sample_0714	sample_0864	37
sample_0553	sample_0847	35
sample_0438	sample_0288	37
sample_0164	sample_0043	36
sample_0842	sample_0636	37
sample_0862	sample_0840	37
sample_0504	sample_0280	37
sample_0438	sample_0234	38
sample_0486	sample_0669	38
sample_0609	sample_0152	38
sample_0396	sample_0084	38
sample_0438	sample_0565	38
sample_0217	sample_0766	36
sample_0847	sample_0005	38
sample_0438	sample_0140	39
sample_0285	sample_0313	38
sample_0454	sample_0625	38
sample_0325	sample_0547	39
sample_0384	sample_0297	39
sample_0431	sample_0831	39
sample_0431	sample_0436	39
sample_0066	sample_0285	40
sample_0823	sample_0289	38
sample_0823	sample_0201	38
sample_0164	sample_0041	39
sample_0583	sample_0077	39
sample_0837	sample_0142	39
sample_0223	sample_0661	40
sample_0395	sample_0066	41
sample_0052	sample_0002	39
sample_0686	sample_0400	41
sample_0823	sample_0366	39
sample_0862	sample_0117	41
sample_0431	sample_0837	41
sample_0583	sample_0199	42
sample_0438	sample_0165	42
sample_0823	sample_0027	41
sample_0823	sample_0802	41
sample_0746	sample_0193	43
sample_0384	sample_0006	43
sample_0066	sample_0491	44
sample_0431	sample_0372	44
sample_0325	sample_0322	44
sample_0384	sample_0533	45
sample_0075	sample_0461	44
sample_0342	sample_0560	44
sample_0583	sample_0399	44
sample_0465	sample_0746	45
sample_0366	sample_0304	46
sample_0164	sample_0823	45
sample_0842	sample_0591	46
sample_0847	sample_0683	46
sample_0644	sample_0761	47
sample_0626	sample_0220	47
sample_0850	sample_0327	43
sample_0862	sample_0842	47
sample_0644	sample_0166	48
sample_0066	sample_0085	49
sample_0609	sample_0341	49
sample_0433	sample_0162	48
sample_0714	sample_0577	50
sample_0384	sample_0176	51
sample_0384	sample_0223	52
sample_0454	sample_0433	50
sample_0164	sample_0062	53
sample_0164	sample_0515	54
sample_0707	sample_0119	54
sample_0341	sample_0479	59
sample_0384	sample_0036	59
sample_0322	sample_0128	59
sample_0383	sample_0416	61
sample_0644	sample_0340	63
sample_0644	sample_0119	66
sample_0383	sample_0595	66
sample_0322	sample_0583	66
sample_0746	sample_0834	67
sample_0862	sample_0746	67
sample_0847	sample_0846	68
sample_0714	sample_0686	70
sample_0847	sample_0151	70
sample_0595	sample_0258	69
sample_0847	sample_0091	71
sample_0583	sample_0093	72
sample_0479	sample_0342	73
sample_0515	sample_0243	75
sample_0515	sample_0467	76
sample_0515	sample_0790	77
sample_0862	sample_0379	72
sample_0515	sample_0562	79
sample_0515	sample_0719	79
sample_0515	sample_0087	80
sample_0253	sample_0515	80
sample_0253	sample_0433	104
sample_0161	sample_0129	114
sample_0191	sample_0674	214
sample_0263	sample_0145	302
sample_0666	sample_0644	321
sample_0299	sample_0348	345
sample_0644	sample_0653	412
sample_0437	sample_0156	547
sample_0784	sample_0196	588
sample_0736	sample_0431	643
sample_0342	sample_0066	730
sample_0384	sample_0396	916
sample_0389	sample_0812	949
sample_0384	sample_0504	1007
sample_0076	sample_0217	1010
sample_0066	sample_0583	1010
sample_0316	sample_0220	1056
sample_0610	sample_0657	1058
sample_0389	sample_0040	1060
sample_0437	sample_0438	1067
sample_0583	sample_0504	1069
sample_0263	sample_0714	1084
sample_0610	sample_0004	1092
sample_0389	sample_0472	1105
sample_0504	sample_0438	1108
sample_0610	sample_0194	1134
sample_0504	sample_0717	1091
sample_0504	sample_0075	1155
sample_0504	sample_0486	1158
sample_0621	sample_0844	1158
sample_0843	sample_0042	1170
sample_0052	sample_0299	1187
sample_0472	sample_0573	1191
sample_0414	sample_0402	1189
sample_0573	sample_0844	1210
sample_0431	sample_0191	1214
sample_0161	sample_0573	1215
sample_0194	sample_0504	1224
sample_0414	sample_0076	1254
sample_0052	sample_0817	1256
sample_0431	sample_0052	1263
sample_0864	sample_0404	1304
sample_0644	sample_0357	1304
sample_0431	sample_0015	1321
sample_0431	sample_0224	1321
sample_0843	sample_0220	1300
sample_0431	sample_0644	1358
sample_0714	sample_0644	1404
sample_0702	sample_0806	1461
sample_0853	sample_0702	1491
sample_0504	sample_0122	1703
sample_0504	sample_0644	1728
sample_0504	sample_0702	1704
